Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test level),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text Steps),Custom field (Text Steps),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
Cart,NC-33,10277,Epic,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 3:23 PM,03/Jan/23 4:55 PM,03/Jan/23 4:59 PM,,,0,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Cart,To Do,,,,purple,,,0|i001ga:,,,,,,,,,,,,,,,,,,To Do
Describe,NC-32,10276,Epic,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 3:22 PM,03/Jan/23 3:51 PM,03/Jan/23 4:00 PM,,,0,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Describe,To Do,,,,purple,,,0|i001g2:,,,,,,,,,,,,,,,,,,To Do
Product portfolio,NC-31,10275,Epic,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 3:22 PM,03/Jan/23 4:07 PM,03/Jan/23 3:56 PM,,,0,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Category,To Do,,,,purple,,,0|i001fu:,,,,,,,,,,,,,,,,,,To Do
R16- Verify Referral code -Referral code if available,NC-30,10274,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 3:16 PM,03/Jan/23 3:17 PM,03/Jan/23 3:31 PM,,,0,Registration,h1. eferral code if available,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,NC-29,,,,,,,,,,,,,,,,NC-1,,,,"If there is a referral code, enter it, otherwise leave it blank",,,,,0|i001fm:,,NC Sprint 1,,,,,,,,,Unit,,Skip,,"1)Fill in all required fields
2)Submit",,,To Do
R15- Verify phone number-enter the correct format phone number,NC-29,10273,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 3:11 PM,03/Jan/23 3:16 PM,03/Jan/23 3:16 PM,,,0,Registration,h1. {{The content you just entered is in the wrong format}},,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,NC-30,,,,03/Jan/23 3:11 PM;62a15e599b728c006a94a6ee;image-20230103-081139.png;https://dolongvu.atlassian.net/secure/attachment/10174/image-20230103-081139.png,,,,,notification message“The content you just entered is in the wrong format”,,,,,,,,,,NC-1,,,,Message must show “The content you just entered is in the wrong format”,,,,,0|i001fe:,,NC Sprint 1,,,,,,,,,Unit,,Skip,,"1)Fill in all required fields
2)Submit",,,To Do
R14- Verify Password-Re-EnterPassword correct password,NC-28,10272,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 3:02 PM,03/Jan/23 3:12 PM,03/Jan/23 3:11 PM,,,0,Registration,h1. {{Re-enter password does not match}},,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 3:03 PM;62a15e599b728c006a94a6ee;image-20230103-080324.png;https://dolongvu.atlassian.net/secure/attachment/10173/image-20230103-080324.png,,,,,notification message“Re-enter password does not match”,,,,,,,,,,NC-1,,,,Message must show “Re-enter password does not match”,,,,,0|i001f6:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
R13- Verify Password-Length of Re-Enterpassword,NC-27,10271,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:59 PM,03/Jan/23 3:03 PM,03/Jan/23 3:02 PM,,,0,Registration,h1. Length of Re-Enterpassword,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 3:02 PM;62a15e599b728c006a94a6ee;image-20230103-080253.png;https://dolongvu.atlassian.net/secure/attachment/10172/image-20230103-080253.png,,,,,notification message“The minimum number of characters you need to enter is 6”,,,,,,,,,,NC-1,,,,Message must show “The minimum number of characters you need to enter is 6”,,,,,0|i001ey:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
R12- Verify Password-Length of password,NC-26,10270,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:56 PM,03/Jan/23 3:00 PM,03/Jan/23 4:31 PM,,,0,Registration,{{Minimum password length}},,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:58 PM;62a15e599b728c006a94a6ee;image-20230103-075820.png;https://dolongvu.atlassian.net/secure/attachment/10170/image-20230103-075820.png,,,,,notification message“The minimum number of characters you need to enter is 6”,,,,,,,,,,NC-1,,,,Message must show “The minimum number of characters you need to enter is 6”,,,,,0|i001eq:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
R11- Verify User name-User name already in use,NC-25,10269,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:53 PM,03/Jan/23 2:54 PM,03/Jan/23 2:54 PM,,,0,Registration,User name must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:54 PM;62a15e599b728c006a94a6ee;image-20230103-075434.png;https://dolongvu.atlassian.net/secure/attachment/10169/image-20230103-075434.png,,,,,notification message“User name already in use,,,,,,,,,,NC-1,,,,Message must show “User name already in use”,,,,,0|i001ei:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
R10- Verify Email-Email already exists,NC-24,10268,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:50 PM,03/Jan/23 3:49 PM,03/Jan/23 3:49 PM,,,0,Registration,{{Does the email already exist?}},,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:54 PM;62a15e599b728c006a94a6ee;image-20230103-075356.png;https://dolongvu.atlassian.net/secure/attachment/10168/image-20230103-075356.png,,,,,notification message“Email already exists”,,,,,,,,,,NC-1,,,,Message must show “Email already exists”,,,,,0|i001ea:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF10 - Verify Payment-  Check if account balance is invalid, system displays an error.",NC-23,10267,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:47 PM,03/Jan/23 3:44 PM,03/Jan/23 3:41 PM,,,0,Payment,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:58 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-075841.png;https://dolongvu.atlassian.net/secure/attachment/10171/image-20230103-075841.png,,,,,,,,,,,,,,,NC-3,,,,"An error message ""account balance is invalid""",,,,,0|i001bp:z,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Add a product to cart
2.click payment",,,To Do
R09- Verify Email-Enter the correct email format,NC-22,10266,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:46 PM,03/Jan/23 2:53 PM,03/Jan/23 4:59 PM,,,0,Registration,{{Enter the correct email format}},,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,NC-7,03/Jan/23 2:49 PM;62a15e599b728c006a94a6ee;image-20230103-074920.png;https://dolongvu.atlassian.net/secure/attachment/10167/image-20230103-074920.png,,,,,notification message“The email you just entered is not in the correct format”,,,,,,,,,,NC-1,,,,Message must show “The email you just entered is not in the correct format”,,,,,0|i001do:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
R08- Verify Customer Name-Full name  Special characters are not allowed,NC-21,10265,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:40 PM,03/Jan/23 2:52 PM,03/Jan/23 4:59 PM,,,0,Registration,Full name  Special characters are not allowed,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notification message“Special characters are not allowed”,,,,,,,,,,NC-1,,,,Message must show “Special characters are not allowed”,,,,,0|i001dh:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
L07- Verify Password- Password must not be blank,NC-20,10264,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:35 PM,03/Jan/23 3:34 PM,03/Jan/23 3:32 PM,,,0,Registration,h1. Password must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-2,,,,Message must show “you are leaving the required field blank”,,,,,0|i001db:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF9 - Verify Login-  Check if password is invalid, system displays an error.",NC-19,10263,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:32 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Login,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:32 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-073239.png;https://dolongvu.atlassian.net/secure/attachment/10163/image-20230103-073239.png,,,,,,,,,,,,,,,NC-2,,,,"An error message ""password is invalid""",,,,,0|i001bp:y,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter password is invalid
2.submit",,,To Do
L06- Verify Email or Customer Name- Email or Customer Name must not be blank,NC-18,10262,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:29 PM,03/Jan/23 3:30 PM,03/Jan/23 3:33 PM,,,0,Login,h1. Email or Customer Name must not be blank must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:30 PM;62a15e599b728c006a94a6ee;image-20230103-073040.png;https://dolongvu.atlassian.net/secure/attachment/10161/image-20230103-073040.png,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-2,,,,Message must show “you are leaving the required field blank”,,,,,0|i001cy:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF8 - Verify Login-  Check if email or user name is invalid, system displays an error.",NC-17,10261,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:26 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Login,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:29 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-072944.png;https://dolongvu.atlassian.net/secure/attachment/10159/image-20230103-072944.png,,,,,,,,,,,,,,,NC-2,,,,"An error message ""email or user name is invalid""",,,,,0|i001bp:x,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter email or user name is invalid
2.submit",,,To Do
R05- Verify Re-EnterPassword-Re-EnterPassword must not be blank,NC-16,10260,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:25 PM,03/Jan/23 2:52 PM,03/Jan/23 4:59 PM,,,0,Registration,h1. Re-EnterPassword must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:26 PM;62a15e599b728c006a94a6ee;image-20230103-072647.png;https://dolongvu.atlassian.net/secure/attachment/10156/image-20230103-072647.png,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-1,,,,Message must show “you are leaving the required field blank”,,,,,0|i001cj:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF7 - Verify Registration -  Check if referral code is invalid, system displays an error.",NC-15,10259,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:23 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optional,,,,,,,,,,NC-1,,,,,,,,,0|i001bp:v,,NC Sprint 2,,,,,,,,,Intergartion,,Skip,,,,,To Do
R04- Verify Password-Password must not be blank,NC-14,10258,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:22 PM,03/Jan/23 2:58 PM,03/Jan/23 2:56 PM,,,0,Registration,Password must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:23 PM;62a15e599b728c006a94a6ee;image-20230103-072347.png;https://dolongvu.atlassian.net/secure/attachment/10155/image-20230103-072347.png,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-1,,,,Message must show “you are leaving the required field blank”,,,,,0|i001co:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF6 - Verify Registration -  Check if phone number is invalid, system displays an error.",NC-13,10257,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:21 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optional,,,,,,,,,,NC-1,,,,,,,,,0|i001bp:r,,NC Sprint 2,,,,,,,,,Intergartion,,Skip,,,,,To Do
"IPF5 - Verify Registration -  Check if re-enter password is invalid, system displays an error.",NC-12,10256,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:19 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,NC-11,03/Jan/23 2:20 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-072030.png;https://dolongvu.atlassian.net/secure/attachment/10151/image-20230103-072030.png,,,,,,,,,,,,,,,NC-1,,,,"An error message ""re-enter password is invalid""",,,,,0|i001bp:i,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter re-enter password is invalid
2.submit",,,To Do
"IPF4 - Verify Registration -  Check if password is invalid, system displays an error.",NC-11,10255,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:15 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,NC-12,,,,03/Jan/23 2:17 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-071731.png;https://dolongvu.atlassian.net/secure/attachment/10146/image-20230103-071731.png,,,,,,,,,,,,,,,NC-1,,,,"An error message ""password is invalid""",,,,,0|i001bp:,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter password is invalid
2.submit",,,To Do
"IPF3 - Verify Registration -  Check if user name is invalid, system displays an error.",NC-10,10254,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:15 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:17 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-071701.png;https://dolongvu.atlassian.net/secure/attachment/10145/image-20230103-071701.png,,,,,,,,,,,,,,,NC-1,,,,"An error message ""user name is invalid""",,,,,0|i001bo:,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter user name is invalid
2.submit",,,To Do
R03- Verify User name-User name must not be blank,NC-9,10253,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:15 PM,03/Jan/23 2:54 PM,03/Jan/23 4:59 PM,,,0,Registration,User name must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:21 PM;62a15e599b728c006a94a6ee;image-20230103-072121.png;https://dolongvu.atlassian.net/secure/attachment/10153/image-20230103-072121.png,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-1,,,,Message must show “you are leaving the required field blank”,,,,,0|i001ce:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF2 - Verify Registration -  Check if email is invalid, system displays an error.",NC-8,10252,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 2:13 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:14 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-071401.png;https://dolongvu.atlassian.net/secure/attachment/10142/image-20230103-071401.png,,,,,,,,,,,,,,,NC-1,,,,"An error message ""email is invalid""",,,,,0|i001bm:,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter email is invalid
2.submit",,,To Do
R02- Verify Email-Email must not be blank,NC-7,10251,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:11 PM,03/Jan/23 2:46 PM,03/Jan/23 4:59 PM,,,0,Registration,Email must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,NC-22,,,,03/Jan/23 2:21 PM;62a15e599b728c006a94a6ee;image-20230103-072059.png;https://dolongvu.atlassian.net/secure/attachment/10152/image-20230103-072059.png,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-1,,,,Message must show “you are leaving the required field blank”,,,,,0|i001by:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
R01- Verify Customer Name-Full name must not be blank,NC-6,10250,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 2:09 PM,03/Jan/23 2:42 PM,03/Jan/23 3:42 PM,,,0,Registration,Customer Name must not be blank,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:37 PM;62a15e599b728c006a94a6ee;image-20230103-073737.png;https://dolongvu.atlassian.net/secure/attachment/10164/image-20230103-073737.png,,,,,notification message“you are leaving the required field blank”,,,,,,,,,,NC-1,,,,Message must show “you are leaving the required field blank”,,,,,0|i001bq:,,NC Sprint 1,,,,,,,,,Unit,,Pass,,"1)Fill in all required fields
2)Submit",,,To Do
"IPF1 - Verify Registration -  Check if first and last name is invalid, system displays an error.",NC-5,10249,Story,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,03/Jan/23 1:54 PM,03/Jan/23 3:39 PM,03/Jan/23 4:59 PM,,,0,Registration,,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,03/Jan/23 2:12 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20230103-071159.png;https://dolongvu.atlassian.net/secure/attachment/10140/image-20230103-071159.png,,,,,,,,,,,,,,,NC-1,,,,"An error message ""first and last name is invalid""",,,,,0|i001bi:,,NC Sprint 2,,,,,,,,,Intergartion,,Pass,,"1.Enter first and last name is invalid
2.submit",,,To Do
Search,NC-4,10248,Epic,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 1:49 PM,03/Jan/23 4:40 PM,03/Jan/23 3:21 PM,,,0,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Search,To Do,,,,purple,,,0|i001ba:,,,,,,,,,,,,,,,,,,To Do
Payment,NC-3,10247,Epic,To Do,NC,N5_CD21CT3,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,Đỗ Vũ,62a15e599b728c006a94a6ee,03/Jan/23 1:49 PM,03/Jan/23 4:55 PM,03/Jan/23 4:59 PM,,,0,,,,Đỗ Vũ,62a15e599b728c006a94a6ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,Payment,To Do,,,,purple,,,0|i001b2:,,,,,,,,,,,,,,,,,,To Do
